Order_ID,Order_Date,Product_Code,Quantity,Vendor_ID,Country,Requested_Delivery_Date,Lead_Time,Season,Product_Category,Price,Promotion,Weather_Index,Historical_Orders,Delivery_Status
O01182,2009-10-21,P009,36,V056,Spain,2010-02-12,114,Fall,Children's Parka,341,1,Cold,458,1
O01183,2011-04-01,P009,5,V027,Poland,2011-09-25,177,Spring,Women's Parka,345,1,Cold,880,0
O01184,2009-05-23,P010,19,V077,Poland,2009-08-31,100,Spring,Men's Parka,227,1,Mild,962,1
O01185,2009-10-18,P007,31,V028,Germany,2010-03-18,151,Fall,Men's Parka,321,0,Snow,852,0
O01186,2009-03-04,P005,9,V037,Germany,2009-05-26,83,Spring,Outdoor Series,431,0,Cold,835,1
O01187,2009-07-07,P017,8,V094,France,2009-09-18,73,Summer,Men's Parka,304,0,Mild,959,1
O01188,2011-12-23,P008,45,V087,Russia,2012-01-22,30,Winter,Children's Parka,328,0,Cold,696,1
O01189,2010-03-17,P002,18,V025,Germany,2010-06-14,89,Spring,Women's Parka,252,1,Mild,971,1
O01190,2011-02-10,P020,22,V054,Russia,2011-05-06,85,Winter,Men's Parka,403,1,Snow,400,1
O01191,2011-05-10,P013,34,V024,Italy,2011-07-02,53,Spring,Men's Parka,440,0,Mild,823,1
O01192,2011-07-19,P011,27,V053,France,2011-09-24,67,Summer,Children's Parka,473,0,Snow,437,1
O01193,2010-11-30,P005,34,V019,Germany,2011-02-04,66,Fall,Women's Parka,255,1,Cold,327,1
O01194,2009-11-19,P001,14,V004,France,2010-01-30,72,Fall,Women's Parka,272,0,Cold,964,1
O01195,2011-01-28,P016,45,V038,Germany,2011-06-28,151,Winter,Women's Parka,437,1,Mild,800,0
O01196,2010-10-01,P010,14,V034,France,2010-10-31,30,Fall,Men's Parka,455,0,Cold,307,1
O01197,2010-10-27,P009,40,V031,Poland,2011-02-16,112,Fall,Men's Parka,462,1,Mild,711,1
O01198,2009-06-23,P014,4,V080,France,2009-08-11,49,Summer,Children's Parka,287,0,Snow,697,1
O01199,2009-04-18,P013,7,V058,Spain,2009-05-31,43,Spring,Men's Parka,295,1,Cold,910,1
O01200,2009-11-15,P013,37,V032,Germany,2010-01-19,65,Fall,Men's Parka,238,0,Mild,337,1
O01201,2009-11-19,P002,47,V048,Italy,2010-04-28,160,Fall,Women's Parka,207,1,Snow,421,0
O01202,2009-04-12,P019,41,V075,Russia,2009-09-01,142,Spring,Women's Parka,282,0,Snow,348,0
O01203,2009-06-17,P019,34,V088,France,2009-11-02,138,Summer,Children's Parka,247,0,Cold,765,0
O01204,2010-07-12,P007,6,V083,Russia,2010-12-09,150,Summer,Men's Parka,451,0,Cold,900,0
O01205,2011-06-27,P011,31,V059,Russia,2011-10-18,113,Summer,Children's Parka,474,1,Cold,435,1
O01206,2011-05-19,P008,47,V011,Poland,2011-09-03,107,Spring,Men's Parka,293,0,Cold,524,1
O01207,2011-09-22,P018,45,V002,France,2012-02-27,158,Fall,Men's Parka,252,1,Mild,792,0
O01208,2011-06-25,P016,39,V061,Russia,2011-08-24,60,Summer,Men's Parka,299,1,Mild,450,1
O01209,2011-04-29,P012,46,V018,Spain,2011-07-29,91,Spring,Men's Parka,333,1,Cold,903,1
O01210,2010-07-14,P017,19,V042,UK,2011-01-03,173,Summer,Women's Parka,465,0,Cold,868,0
O01211,2010-03-18,P010,28,V089,France,2010-07-26,130,Spring,Outdoor Series,414,0,Cold,447,0
O01212,2011-11-16,P006,39,V051,Germany,2012-03-21,126,Fall,Men's Parka,287,1,Snow,696,0
O01213,2009-08-22,P018,21,V088,Italy,2009-12-28,128,Summer,Children's Parka,493,1,Cold,866,0
O01214,2010-12-08,P006,17,V028,Germany,2011-05-08,151,Winter,Outdoor Series,479,0,Mild,921,0
O01215,2011-05-31,P010,34,V092,Poland,2011-09-28,120,Spring,Men's Parka,374,1,Mild,536,1
O01216,2009-08-16,P004,37,V050,Italy,2009-12-03,109,Summer,Women's Parka,451,0,Cold,529,1
O01217,2010-08-04,P016,40,V091,Germany,2011-01-14,163,Summer,Children's Parka,424,0,Mild,581,0
O01218,2011-09-24,P005,23,V055,Russia,2012-01-13,111,Fall,Women's Parka,319,0,Cold,823,1
O01219,2011-12-16,P009,9,V095,Germany,2012-05-29,165,Winter,Women's Parka,418,0,Cold,978,0
O01220,2010-09-24,P018,40,V077,France,2010-11-13,50,Fall,Women's Parka,318,0,Cold,747,1
O01221,2009-04-04,P006,37,V033,Russia,2009-06-27,84,Spring,Women's Parka,476,1,Mild,977,1
O01222,2010-03-28,P011,32,V010,Germany,2010-06-08,72,Spring,Men's Parka,324,1,Snow,611,1
O01223,2011-03-21,P003,34,V013,UK,2011-06-30,101,Spring,Men's Parka,258,0,Cold,922,1
O01224,2009-04-23,P008,47,V072,Spain,2009-06-28,66,Spring,Children's Parka,463,0,Cold,765,1
O01225,2009-01-16,P012,41,V008,Spain,2009-06-06,141,Winter,Children's Parka,290,0,Mild,347,0
O01226,2010-02-23,P008,32,V007,Spain,2010-08-15,173,Winter,Women's Parka,478,0,Cold,548,0
O01227,2010-09-10,P010,32,V043,Germany,2011-01-31,143,Fall,Men's Parka,363,1,Cold,623,0
O01228,2010-03-09,P014,12,V031,France,2010-08-11,155,Spring,Outdoor Series,409,1,Cold,345,0
O01229,2009-10-09,P011,40,V061,France,2010-01-11,94,Fall,Men's Parka,214,0,Cold,730,1
O01230,2010-06-08,P012,15,V046,UK,2010-08-07,60,Summer,Men's Parka,373,1,Cold,802,1
O01231,2010-08-16,P009,46,V078,Germany,2011-02-04,172,Summer,Women's Parka,317,1,Cold,635,0
O01232,2010-11-03,P019,19,V086,Italy,2011-03-24,141,Fall,Women's Parka,493,0,Mild,771,0
O01233,2009-09-03,P010,13,V077,Italy,2009-12-31,119,Fall,Men's Parka,430,0,Cold,823,1
O01234,2009-01-16,P015,1,V091,Russia,2009-04-01,75,Winter,Children's Parka,211,1,Cold,928,1
O01235,2011-10-16,P004,8,V096,Italy,2011-11-21,36,Fall,Men's Parka,452,1,Cold,723,1
O01236,2011-06-01,P016,2,V006,Italy,2011-10-02,123,Summer,Men's Parka,478,0,Mild,831,0
O01237,2009-12-26,P002,30,V001,Poland,2010-05-24,149,Winter,Men's Parka,419,1,Mild,530,0
O01238,2009-09-22,P019,41,V033,Germany,2010-01-18,118,Fall,Men's Parka,406,1,Mild,495,1
O01239,2011-02-18,P019,8,V065,Spain,2011-07-06,138,Winter,Men's Parka,260,1,Cold,646,0
O01240,2011-12-27,P020,48,V080,Italy,2012-03-20,84,Winter,Children's Parka,432,1,Mild,662,1
O01241,2010-04-17,P003,14,V049,Germany,2010-10-07,173,Spring,Women's Parka,444,1,Cold,756,0
O01242,2011-10-22,P016,40,V039,Russia,2012-01-08,78,Fall,Men's Parka,231,0,Cold,313,1
O01243,2010-12-27,P007,27,V051,Germany,2011-05-03,127,Winter,Children's Parka,406,0,Cold,798,0
O01244,2009-05-28,P017,27,V086,UK,2009-09-30,125,Spring,Women's Parka,454,1,Snow,752,0
O01245,2011-03-25,P004,3,V048,Germany,2011-06-08,75,Spring,Men's Parka,320,0,Mild,541,1
O01246,2009-03-28,P013,22,V017,Poland,2009-04-29,32,Spring,Children's Parka,407,0,Mild,403,1
O01247,2011-06-13,P017,23,V072,France,2011-09-01,80,Summer,Women's Parka,465,0,Snow,474,1
O01248,2009-02-08,P010,36,V006,UK,2009-07-01,143,Winter,Women's Parka,275,1,Cold,973,0
O01249,2011-07-31,P014,41,V075,Germany,2011-11-30,122,Summer,Women's Parka,207,1,Cold,523,0
O01250,2009-06-09,P002,14,V023,France,2009-11-20,164,Summer,Women's Parka,386,0,Cold,402,0
O01251,2010-10-04,P005,1,V034,Russia,2010-12-22,79,Fall,Men's Parka,201,0,Snow,630,1
O01252,2011-05-30,P005,41,V022,Germany,2011-06-30,31,Spring,Women's Parka,392,1,Mild,637,1
O01253,2011-04-09,P007,13,V065,France,2011-10-06,180,Spring,Men's Parka,476,1,Mild,648,0
O01254,2011-05-06,P011,45,V064,UK,2011-08-23,109,Spring,Women's Parka,273,1,Cold,947,1
O01255,2010-08-16,P014,19,V044,Italy,2010-12-08,114,Summer,Men's Parka,243,0,Cold,343,1
O01256,2009-08-24,P019,17,V060,Germany,2009-10-17,54,Summer,Children's Parka,287,1,Cold,997,1
O01257,2011-04-10,P015,5,V017,Russia,2011-08-12,124,Spring,Women's Parka,292,1,Cold,625,0
O01258,2009-02-12,P005,20,V012,Germany,2009-05-17,94,Winter,Men's Parka,314,1,Mild,750,1
O01259,2010-10-28,P011,20,V041,Russia,2011-04-04,158,Fall,Children's Parka,378,1,Mild,992,0
O01260,2009-12-18,P006,33,V091,Italy,2010-01-20,33,Winter,Men's Parka,367,0,Cold,333,1
O01261,2011-08-01,P003,36,V068,UK,2011-11-08,99,Summer,Men's Parka,281,0,Cold,666,1
O01262,2011-01-12,P016,21,V056,France,2011-02-19,38,Winter,Women's Parka,244,1,Cold,430,1
O01263,2009-06-30,P011,50,V019,France,2009-10-08,100,Summer,Outdoor Series,401,0,Mild,959,1
O01264,2011-06-14,P006,1,V034,Italy,2011-11-13,152,Summer,Children's Parka,387,0,Snow,395,0
O01265,2009-08-05,P011,8,V015,Germany,2009-12-14,131,Summer,Men's Parka,207,1,Snow,837,0
O01266,2010-05-14,P002,44,V041,Italy,2010-06-24,41,Spring,Women's Parka,371,0,Cold,789,1
O01267,2011-06-12,P001,22,V006,UK,2011-09-14,94,Summer,Women's Parka,476,0,Cold,932,1
O01268,2011-04-01,P015,22,V017,Germany,2011-07-10,100,Spring,Men's Parka,429,1,Cold,917,1
O01269,2011-12-10,P009,26,V064,Poland,2012-01-23,44,Winter,Men's Parka,253,0,Cold,991,1
O01270,2009-06-11,P007,47,V036,UK,2009-12-04,176,Summer,Women's Parka,335,1,Snow,527,0
O01271,2011-03-22,P006,37,V096,Germany,2011-04-28,37,Spring,Men's Parka,407,0,Mild,828,1
O01272,2010-09-28,P019,40,V047,Germany,2011-02-25,150,Fall,Men's Parka,491,0,Cold,580,0
O01273,2010-11-27,P006,2,V056,France,2011-04-22,146,Fall,Men's Parka,276,1,Snow,586,0
O01274,2010-03-30,P016,12,V037,Russia,2010-09-01,155,Spring,Men's Parka,237,1,Snow,569,0
O01275,2010-11-14,P003,13,V034,Germany,2011-01-27,74,Fall,Men's Parka,467,0,Mild,345,1
O01276,2009-12-11,P005,22,V079,Germany,2010-05-11,151,Winter,Men's Parka,289,0,Snow,618,0
O01277,2009-06-06,P020,22,V098,Germany,2009-11-22,169,Summer,Women's Parka,237,0,Cold,676,0
O01278,2011-11-12,P014,44,V034,Germany,2012-01-07,56,Fall,Women's Parka,492,0,Mild,821,1
O01279,2009-08-22,P014,31,V067,Poland,2009-09-30,39,Summer,Women's Parka,271,1,Snow,850,1
O01280,2011-12-23,P013,31,V041,Russia,2012-04-25,124,Winter,Women's Parka,367,0,Cold,514,0
O01281,2011-11-11,P014,3,V056,France,2011-12-18,37,Fall,Men's Parka,490,0,Mild,407,1
O01282,2010-02-02,P016,42,V022,Italy,2010-04-12,69,Winter,Men's Parka,403,0,Cold,378,1
O01283,2010-12-17,P013,9,V041,Spain,2011-03-02,75,Winter,Children's Parka,433,1,Cold,618,1
O01284,2010-12-21,P001,31,V095,Russia,2011-02-22,63,Winter,Children's Parka,220,0,Snow,365,1
O01285,2009-10-30,P002,10,V063,France,2009-12-20,51,Fall,Children's Parka,485,1,Cold,615,1
O01286,2010-04-29,P018,41,V098,Germany,2010-09-13,137,Spring,Men's Parka,473,1,Mild,794,0
O01287,2009-07-30,P007,30,V020,France,2009-09-28,60,Summer,Women's Parka,337,0,Cold,352,1
O01288,2009-10-27,P012,35,V072,Germany,2009-12-10,44,Fall,Children's Parka,320,0,Cold,967,1
O01289,2010-06-09,P001,22,V085,Germany,2010-10-30,143,Summer,Children's Parka,420,1,Snow,404,0
O01290,2010-02-09,P011,30,V082,Russia,2010-03-26,45,Winter,Women's Parka,477,0,Mild,456,1
O01291,2009-12-22,P017,27,V057,Spain,2010-04-11,110,Winter,Children's Parka,347,1,Mild,532,1
O01292,2009-11-10,P007,48,V007,Italy,2010-01-03,54,Fall,Children's Parka,479,0,Mild,963,1
O01293,2009-06-04,P001,4,V025,Russia,2009-11-20,169,Summer,Men's Parka,208,0,Snow,630,0
O01294,2009-12-29,P001,34,V020,Poland,2010-04-09,101,Winter,Men's Parka,281,0,Snow,350,1
O01295,2011-10-09,P008,20,V007,Germany,2011-12-27,79,Fall,Women's Parka,264,1,Mild,503,1
O01296,2011-08-09,P008,37,V030,Germany,2011-09-12,34,Summer,Women's Parka,219,0,Cold,710,1
O01297,2011-07-09,P012,47,V024,UK,2011-11-01,115,Summer,Children's Parka,369,1,Cold,848,1
O01298,2010-10-24,P010,44,V005,Russia,2011-02-12,111,Fall,Men's Parka,217,0,Cold,754,1
O01299,2010-10-10,P005,21,V061,Russia,2010-12-22,73,Fall,Women's Parka,317,0,Cold,416,1
O01300,2009-11-06,P004,36,V034,Russia,2010-05-05,180,Fall,Men's Parka,477,0,Cold,632,0
O01301,2011-06-20,P013,35,V021,UK,2011-10-21,123,Summer,Men's Parka,421,0,Cold,942,0
O01302,2009-05-20,P017,2,V091,France,2009-10-29,162,Spring,Men's Parka,328,0,Mild,702,0
O01303,2011-08-19,P019,14,V060,Russia,2011-09-21,33,Summer,Men's Parka,459,1,Mild,846,1
O01304,2011-06-25,P010,37,V056,France,2011-11-05,133,Summer,Women's Parka,349,1,Snow,916,0
O01305,2010-09-13,P006,44,V015,Russia,2011-01-27,136,Fall,Children's Parka,266,1,Mild,376,0
O01306,2010-07-17,P003,22,V064,Germany,2010-08-31,45,Summer,Children's Parka,352,0,Cold,338,1
O01307,2009-04-26,P002,23,V006,UK,2009-06-11,46,Spring,Women's Parka,372,1,Cold,896,1
O01308,2010-12-22,P010,5,V057,UK,2011-03-11,79,Winter,Men's Parka,462,0,Cold,954,1
O01309,2011-11-06,P010,10,V046,Italy,2012-04-12,158,Fall,Children's Parka,483,0,Cold,748,0
O01310,2009-06-01,P015,18,V091,Germany,2009-08-07,67,Summer,Outdoor Series,233,0,Snow,761,1
O01311,2010-09-28,P017,2,V072,Russia,2011-01-04,98,Fall,Women's Parka,243,1,Mild,932,1
O01312,2011-08-04,P020,22,V063,Poland,2011-09-24,51,Summer,Women's Parka,345,0,Cold,757,1
O01313,2011-07-15,P017,25,V059,Italy,2011-09-27,74,Summer,Children's Parka,377,1,Snow,850,1
O01314,2009-03-19,P011,41,V064,UK,2009-08-09,143,Spring,Women's Parka,431,0,Mild,354,0
O01315,2009-04-27,P014,35,V015,UK,2009-06-07,41,Spring,Outdoor Series,479,1,Cold,445,1
O01316,2011-01-26,P005,11,V093,Russia,2011-05-06,100,Winter,Men's Parka,459,1,Mild,537,1
O01317,2010-08-11,P011,37,V019,Russia,2010-10-30,80,Summer,Men's Parka,434,0,Mild,954,1
O01318,2009-06-07,P016,39,V016,UK,2009-11-13,159,Summer,Men's Parka,218,0,Cold,609,0
O01319,2009-07-04,P012,25,V045,Germany,2009-11-15,134,Summer,Men's Parka,425,0,Cold,942,0
O01320,2011-11-05,P007,12,V012,Germany,2012-01-18,74,Fall,Men's Parka,246,0,Cold,573,1
O01321,2011-02-27,P006,39,V027,UK,2011-03-29,30,Winter,Men's Parka,382,0,Mild,665,1
O01322,2011-08-06,P013,8,V037,UK,2011-11-23,109,Summer,Men's Parka,291,1,Cold,736,1
O01323,2009-03-26,P001,49,V024,Germany,2009-07-04,100,Spring,Men's Parka,320,0,Mild,824,1
O01324,2011-07-11,P008,20,V022,Spain,2011-12-31,173,Summer,Women's Parka,478,0,Cold,598,0
O01325,2010-01-21,P008,46,V096,Poland,2010-05-20,119,Winter,Children's Parka,405,0,Cold,569,1
O01326,2010-10-21,P005,21,V066,Poland,2010-12-20,60,Fall,Outdoor Series,429,0,Snow,721,1
O01327,2011-09-02,P007,46,V035,Germany,2011-12-28,117,Fall,Men's Parka,399,1,Mild,784,1
O01328,2011-10-24,P001,3,V073,France,2012-03-21,149,Fall,Men's Parka,444,1,Snow,888,0
O01329,2009-11-05,P019,18,V085,Germany,2010-04-29,175,Fall,Women's Parka,300,1,Cold,600,0
O01330,2009-05-07,P017,27,V075,Spain,2009-06-28,52,Spring,Outdoor Series,476,0,Mild,325,1
O01331,2011-07-12,P006,6,V028,UK,2012-01-02,174,Summer,Children's Parka,295,1,Cold,537,0
O01332,2009-07-31,P004,32,V075,Russia,2009-12-26,148,Summer,Men's Parka,213,0,Snow,733,0
O01333,2010-12-05,P012,16,V001,France,2011-01-26,52,Winter,Men's Parka,431,0,Cold,737,1
O01334,2009-06-22,P002,24,V068,Italy,2009-08-20,59,Summer,Women's Parka,340,0,Snow,605,1
O01335,2011-10-31,P013,29,V099,France,2011-12-23,53,Fall,Men's Parka,394,1,Mild,322,1
O01336,2009-12-20,P009,20,V074,Germany,2010-03-06,76,Winter,Men's Parka,239,1,Cold,367,1
O01337,2009-03-22,P018,14,V024,Germany,2009-05-13,52,Spring,Men's Parka,232,0,Mild,742,1
O01338,2010-05-23,P020,34,V054,France,2010-08-08,77,Spring,Men's Parka,436,1,Cold,523,1
O01339,2011-06-16,P002,20,V010,Italy,2011-10-05,111,Summer,Women's Parka,453,0,Mild,437,1
O01340,2011-06-19,P020,12,V032,Poland,2011-07-24,35,Summer,Outdoor Series,472,1,Cold,927,1
O01341,2011-12-10,P002,8,V099,Italy,2012-02-21,73,Winter,Outdoor Series,452,1,Mild,626,1
O01342,2011-12-07,P004,24,V064,Poland,2012-01-08,32,Winter,Outdoor Series,396,0,Cold,791,1
O01343,2009-11-22,P001,3,V087,UK,2010-02-15,85,Fall,Men's Parka,477,0,Cold,523,1
O01344,2011-01-16,P002,50,V013,Russia,2011-05-21,125,Winter,Women's Parka,276,1,Cold,810,0
O01345,2011-02-03,P004,13,V043,Russia,2011-06-30,147,Winter,Outdoor Series,494,0,Cold,818,0
O01346,2010-08-03,P014,6,V004,UK,2010-09-22,50,Summer,Children's Parka,423,0,Cold,977,1
O01347,2011-03-05,P015,29,V037,Germany,2011-06-06,93,Spring,Children's Parka,458,1,Snow,513,1
O01348,2011-04-18,P013,33,V088,France,2011-08-04,108,Spring,Outdoor Series,454,1,Cold,421,1
O01349,2010-11-24,P004,2,V088,France,2011-02-10,78,Fall,Men's Parka,278,0,Cold,663,1
O01350,2009-04-18,P018,31,V016,France,2009-06-20,63,Spring,Men's Parka,266,0,Cold,896,1
O01351,2010-11-17,P009,33,V051,Spain,2011-03-06,109,Fall,Children's Parka,363,0,Cold,810,1
O01352,2009-05-15,P016,10,V048,Italy,2009-06-27,43,Spring,Women's Parka,464,1,Cold,674,1
O01353,2010-11-07,P005,13,V076,Germany,2011-03-14,127,Fall,Children's Parka,495,0,Cold,763,0
O01354,2009-07-13,P007,22,V014,Russia,2009-10-24,103,Summer,Women's Parka,300,0,Mild,464,1
O01355,2011-03-03,P001,31,V042,Spain,2011-05-17,75,Spring,Men's Parka,452,0,Mild,915,1
O01356,2010-08-05,P010,47,V020,Russia,2010-11-14,101,Summer,Men's Parka,219,1,Cold,985,1
O01357,2010-06-01,P014,34,V004,Spain,2010-08-05,65,Summer,Women's Parka,472,0,Cold,450,1
O01358,2009-11-04,P004,20,V011,Germany,2010-04-27,174,Fall,Men's Parka,362,0,Mild,978,0
O01359,2010-11-14,P017,50,V059,Spain,2011-03-04,110,Fall,Women's Parka,468,1,Mild,749,1
O01360,2009-06-16,P009,21,V091,Germany,2009-10-29,135,Summer,Men's Parka,200,0,Cold,539,0
O01361,2009-10-17,P020,10,V085,Poland,2010-01-12,87,Fall,Men's Parka,404,1,Cold,406,1
O01362,2010-12-18,P020,50,V062,France,2011-03-06,78,Winter,Men's Parka,295,0,Snow,821,1
O01363,2010-09-28,P005,7,V059,France,2011-01-05,99,Fall,Men's Parka,321,0,Snow,702,1
O01364,2011-03-14,P014,34,V081,France,2011-06-03,81,Spring,Women's Parka,388,0,Snow,872,1
O01365,2009-09-22,P004,44,V035,Germany,2009-12-06,75,Fall,Women's Parka,226,1,Cold,513,1
O01366,2009-06-23,P017,9,V077,France,2009-10-06,105,Summer,Men's Parka,337,1,Mild,338,1
O01367,2010-09-27,P020,14,V085,France,2011-01-01,96,Fall,Men's Parka,215,1,Snow,439,1
O01368,2011-02-11,P004,47,V001,UK,2011-07-03,142,Winter,Children's Parka,384,1,Cold,878,0
O01369,2010-11-04,P010,3,V043,Russia,2011-02-09,97,Fall,Women's Parka,399,1,Snow,390,1
O01370,2009-09-19,P004,30,V006,UK,2009-11-11,53,Fall,Outdoor Series,395,1,Mild,639,1
O01371,2011-12-15,P004,25,V084,Russia,2012-05-18,155,Winter,Children's Parka,369,0,Snow,872,0
O01372,2009-07-11,P016,46,V080,Germany,2009-11-08,120,Summer,Children's Parka,433,1,Snow,677,1
O01373,2011-05-18,P007,34,V058,UK,2011-11-12,178,Spring,Children's Parka,491,1,Mild,977,0
O01374,2011-11-08,P020,8,V042,UK,2012-03-10,123,Fall,Men's Parka,219,1,Cold,611,0
O01375,2011-01-12,P007,1,V094,Germany,2011-05-11,119,Winter,Men's Parka,215,0,Snow,957,1
O01376,2009-02-07,P009,20,V094,Spain,2009-07-20,163,Winter,Women's Parka,263,0,Snow,467,0
O01377,2011-01-13,P017,3,V073,France,2011-06-07,145,Winter,Outdoor Series,285,0,Cold,532,0
O01378,2010-09-25,P007,44,V017,France,2010-12-07,73,Fall,Men's Parka,343,0,Cold,532,1
O01379,2010-01-05,P012,39,V028,Italy,2010-02-13,39,Winter,Women's Parka,477,0,Cold,479,1
O01380,2010-03-15,P014,6,V007,Russia,2010-09-10,179,Spring,Children's Parka,290,0,Cold,607,0
O01381,2010-12-01,P010,22,V083,Poland,2011-04-08,128,Winter,Outdoor Series,375,0,Cold,392,0
O01382,2011-09-23,P006,30,V037,Russia,2011-12-01,69,Fall,Men's Parka,391,0,Cold,684,1
O01383,2010-01-29,P002,3,V042,Russia,2010-07-15,167,Winter,Women's Parka,337,0,Cold,681,0
O01384,2010-04-09,P018,7,V008,Germany,2010-10-01,175,Spring,Children's Parka,328,1,Cold,370,0
O01385,2009-10-09,P016,34,V096,Russia,2009-12-31,83,Fall,Women's Parka,293,1,Snow,863,1
O01386,2009-11-14,P007,50,V010,France,2010-04-04,141,Fall,Children's Parka,468,0,Cold,655,0
O01387,2009-06-08,P016,43,V071,Russia,2009-10-04,118,Summer,Children's Parka,401,1,Cold,941,1
O01388,2010-08-29,P011,48,V078,UK,2010-12-10,103,Summer,Children's Parka,435,0,Snow,560,1
O01389,2009-07-27,P008,20,V049,Spain,2009-10-18,83,Summer,Children's Parka,401,0,Cold,850,1
O01390,2011-11-06,P001,2,V012,Russia,2012-03-02,117,Fall,Men's Parka,300,0,Cold,553,1
O01391,2011-12-15,P001,37,V052,Germany,2012-05-21,158,Winter,Men's Parka,271,1,Snow,897,0
O01392,2009-03-19,P003,49,V033,Poland,2009-09-06,171,Spring,Men's Parka,380,1,Cold,743,0
O01393,2010-11-21,P004,20,V023,Germany,2011-02-27,98,Fall,Children's Parka,350,0,Cold,698,1
O01394,2009-09-26,P019,41,V031,Spain,2009-11-18,53,Fall,Women's Parka,295,1,Cold,324,1
O01395,2011-02-11,P016,14,V099,Spain,2011-07-22,161,Winter,Men's Parka,326,0,Cold,777,0
O01396,2009-11-12,P005,21,V052,Russia,2010-02-03,83,Fall,Outdoor Series,268,1,Mild,512,1
O01397,2009-11-29,P003,13,V012,Germany,2010-03-05,96,Fall,Children's Parka,472,0,Cold,607,1
O01398,2010-01-06,P017,13,V003,UK,2010-04-01,85,Winter,Women's Parka,494,1,Cold,598,1
O01399,2009-12-06,P003,19,V027,UK,2010-05-04,149,Winter,Men's Parka,337,0,Cold,693,0
O01400,2011-06-16,P004,18,V021,Spain,2011-09-20,96,Summer,Women's Parka,400,1,Cold,782,1
O01401,2009-03-31,P009,35,V050,Russia,2009-05-08,38,Spring,Women's Parka,313,0,Cold,560,1
O01402,2011-04-22,P008,21,V100,Spain,2011-06-20,59,Spring,Women's Parka,299,1,Mild,698,1
O01403,2011-01-17,P015,50,V052,Poland,2011-06-28,162,Winter,Men's Parka,479,0,Snow,480,0
O01404,2010-05-02,P010,29,V037,Russia,2010-07-18,77,Spring,Outdoor Series,493,0,Snow,425,1
O01405,2011-06-29,P009,43,V083,Germany,2011-11-27,151,Summer,Children's Parka,252,0,Cold,653,0
O01406,2010-08-07,P015,8,V097,Poland,2010-10-11,65,Summer,Men's Parka,374,0,Mild,947,1
O01407,2011-07-09,P002,18,V084,Russia,2011-12-05,149,Summer,Women's Parka,407,1,Mild,886,0
O01408,2010-04-25,P004,10,V020,Spain,2010-10-22,180,Spring,Children's Parka,284,1,Cold,665,0
O01409,2011-12-30,P006,11,V016,UK,2012-04-20,112,Winter,Women's Parka,333,1,Cold,857,1
O01410,2010-05-05,P002,18,V039,Germany,2010-09-07,125,Spring,Women's Parka,240,1,Mild,590,0
O01411,2010-09-26,P010,8,V063,Russia,2011-03-19,174,Fall,Outdoor Series,367,0,Mild,965,0
O01412,2011-08-19,P012,1,V056,Italy,2011-12-23,126,Summer,Men's Parka,295,0,Snow,384,0
O01413,2010-02-02,P011,40,V095,Russia,2010-08-01,180,Winter,Men's Parka,472,0,Cold,942,0
O01414,2011-01-24,P014,36,V040,Russia,2011-03-03,38,Winter,Men's Parka,372,1,Cold,798,1
O01415,2011-06-22,P004,33,V088,Germany,2011-10-12,112,Summer,Outdoor Series,447,1,Snow,574,1
O01416,2011-08-04,P004,7,V078,UK,2011-09-29,56,Summer,Women's Parka,291,0,Cold,924,1
O01417,2010-08-01,P002,14,V017,Poland,2010-11-30,121,Summer,Women's Parka,375,1,Cold,417,0
O01418,2011-02-22,P001,35,V046,Spain,2011-03-26,32,Winter,Women's Parka,399,0,Cold,734,1
O01419,2011-10-27,P005,23,V086,UK,2012-01-05,70,Fall,Women's Parka,285,1,Mild,365,1
O01420,2011-12-17,P006,36,V013,Italy,2012-05-02,137,Winter,Children's Parka,494,0,Snow,752,0
O01421,2011-05-08,P011,21,V048,UK,2011-10-06,151,Spring,Men's Parka,287,0,Mild,303,0
O01422,2009-11-28,P012,18,V066,Spain,2010-03-23,115,Fall,Outdoor Series,406,0,Cold,644,1
O01423,2010-02-13,P015,10,V026,Russia,2010-06-09,116,Winter,Outdoor Series,313,0,Mild,313,1
O01424,2009-10-11,P020,46,V063,UK,2009-12-05,55,Fall,Men's Parka,313,1,Mild,465,1
O01425,2010-05-28,P009,19,V058,UK,2010-08-13,77,Spring,Men's Parka,375,0,Cold,469,1
O01426,2009-04-17,P003,37,V050,Russia,2009-08-16,121,Spring,Women's Parka,471,1,Cold,378,0
O01427,2011-09-12,P012,16,V061,France,2011-12-29,108,Fall,Children's Parka,389,0,Cold,825,1
O01428,2011-01-31,P011,11,V035,Russia,2011-04-12,71,Winter,Children's Parka,252,1,Mild,980,1
O01429,2009-07-30,P006,5,V073,Russia,2009-12-26,149,Summer,Women's Parka,314,1,Cold,396,0
O01430,2011-11-23,P004,20,V077,UK,2012-05-10,169,Fall,Outdoor Series,458,0,Snow,714,0
O01431,2009-09-13,P013,40,V055,Poland,2009-11-29,77,Fall,Children's Parka,254,1,Cold,878,1
O01432,2010-08-07,P013,22,V012,Russia,2010-09-11,35,Summer,Children's Parka,486,1,Mild,865,1
O01433,2009-06-21,P015,35,V097,France,2009-11-10,142,Summer,Men's Parka,400,1,Snow,373,0
O01434,2009-11-25,P009,29,V055,Italy,2010-04-20,146,Fall,Children's Parka,389,0,Cold,961,0
O01435,2010-07-13,P013,4,V048,France,2011-01-06,177,Summer,Children's Parka,387,1,Mild,593,0
