Order Date,Requested Delivery Date,Customer Country Code,Product Code,Description,Order Type,Customer Order Code,Value,Currency,Items,Route,demand_lead_time,Month_Year
2009-11-10,2010-05-10,FR,PRD-5115,Women's Parka,VO,CUST-26631,68.49,USD,96,R1,31,2009-11
2010-04-01,2010-07-10,RU,PRD-9911,Winter Coat,VO,CUST-18667,116.72,GBP,99,R2,20,2010-04
2009-10-09,2011-09-25,DE,PRD-8159,Men's Parka,VO,CUST-35223,449.36,EUR,59,R1,39,2009-10
2009-12-05,2011-11-13,ES,PRD-6211,Kid's Parka,VO,CUST-11241,145.6,GBP,72,R3,80,2009-12
2009-06-05,2010-10-04,FR,PRD-5512,Men's Parka,VO,CUST-68522,72.66,EUR,2,R4,58,2009-06
2009-09-14,2009-12-09,IT,PRD-6781,Winter Coat,VO,CUST-71009,52.38,USD,54,R1,86,2009-09
2009-05-06,2009-05-10,DE,PRD-8062,Women's Parka,VO,CUST-42854,492.9,GBP,66,R3,4,2009-05
2011-05-12,2011-08-20,DE,PRD-8213,Kid's Parka,VO,CUST-42647,342.38,USD,63,R2,43,2011-05
2010-01-27,2011-07-13,RU,PRD-1886,Men's Parka,VO,CUST-94119,380.11,RUB,7,R5,75,2010-01
2009-12-10,2011-11-05,ES,PRD-7158,Women's Parka,VO,CUST-62100,325.55,EUR,12,R5,8,2009-12
2009-03-13,2010-05-02,ES,PRD-3363,Winter Coat,VO,CUST-50138,271.9,RUB,9,R1,80,2009-03
2009-12-24,2011-03-31,IT,PRD-3668,Men's Parka,VO,CUST-82184,324.78,EUR,86,R1,2,2009-12
2009-07-17,2010-07-12,FR,PRD-2139,Winter Coat,VO,CUST-68087,106.72,USD,34,R4,75,2009-07
2009-10-04,2010-08-26,ES,PRD-7328,Kid's Parka,VO,CUST-65571,435.47,RUB,70,R1,56,2009-10
2009-05-11,2011-01-06,RU,PRD-2644,Women's Parka,VO,CUST-98408,224.13,USD,61,R2,51,2009-05
2010-12-06,2011-08-21,ES,PRD-2155,Men's Parka,VO,CUST-88431,276.96,EUR,5,R1,41,2010-12
2009-05-16,2010-05-30,ES,PRD-6549,Winter Coat,VO,CUST-44915,390.01,RUB,77,R2,63,2009-05
2009-08-10,2010-04-10,DE,PRD-4632,Women's Parka,VO,CUST-27736,53.34,EUR,58,R2,61,2009-08
2010-05-24,2011-12-16,ES,PRD-4730,Men's Parka,VO,CUST-99696,394.22,RUB,49,R1,3,2010-05
2010-10-17,2011-07-25,IT,PRD-8125,Women's Parka,VO,CUST-66554,428.07,EUR,70,R5,78,2010-10
2010-03-13,2011-08-14,IT,PRD-1665,Women's Parka,VO,CUST-73497,197.75,EUR,9,R2,34,2010-03
2009-03-21,2009-03-31,IT,PRD-7865,Women's Parka,VO,CUST-37986,498.04,EUR,43,R5,10,2009-03
2011-02-02,2011-10-28,IT,PRD-1099,Men's Parka,VO,CUST-89025,129.17,RUB,65,R4,18,2011-02
2009-08-08,2010-03-26,IT,PRD-1119,Winter Coat,VO,CUST-74199,303.24,USD,64,R4,82,2009-08
2009-04-17,2011-06-29,RU,PRD-8631,Women's Parka,VO,CUST-37463,349.46,GBP,39,R1,61,2009-04
2010-04-10,2010-04-19,RU,PRD-5004,Kid's Parka,VO,CUST-84505,119.25,GBP,95,R2,9,2010-04
2009-10-06,2010-08-20,RU,PRD-4320,Men's Parka,VO,CUST-13258,65.08,RUB,37,R3,55,2009-10
2011-03-02,2011-07-18,FR,PRD-3778,Men's Parka,VO,CUST-86785,103.54,USD,26,R1,12,2011-03
2009-08-23,2009-12-08,IT,PRD-3335,Men's Parka,VO,CUST-63810,115.38,USD,34,R2,27,2009-08
2010-12-17,2011-11-26,ES,PRD-4007,Men's Parka,VO,CUST-13424,336.87,GBP,86,R3,41,2010-12
2010-03-30,2011-07-14,IT,PRD-9812,Men's Parka,VO,CUST-48162,486.93,USD,36,R1,46,2010-03
2009-07-18,2011-11-05,FR,PRD-6763,Women's Parka,VO,CUST-72692,272.88,EUR,46,R4,30,2009-07
2009-03-22,2010-06-21,FR,PRD-9896,Kid's Parka,VO,CUST-36216,407.33,RUB,64,R5,86,2009-03
2009-12-17,2010-09-22,FR,PRD-3073,Women's Parka,VO,CUST-50241,97.37,EUR,81,R5,9,2009-12
2009-06-27,2009-12-23,RU,PRD-8847,Men's Parka,VO,CUST-54088,208.6,RUB,74,R1,84,2009-06
2009-11-07,2010-08-28,ES,PRD-7246,Men's Parka,VO,CUST-10906,120.65,RUB,26,R2,77,2009-11
2009-10-31,2010-04-25,IT,PRD-7036,Kid's Parka,VO,CUST-69487,359.02,GBP,10,R2,50,2009-10
2010-06-23,2010-07-17,FR,PRD-5558,Men's Parka,VO,CUST-59165,481.49,GBP,75,R3,24,2010-06
2011-04-08,2011-10-29,IT,PRD-6661,Men's Parka,VO,CUST-66357,197.46,RUB,31,R1,33,2011-04
2010-01-23,2010-08-07,IT,PRD-6687,Kid's Parka,VO,CUST-57171,188.49,EUR,82,R1,51,2010-01
2009-01-06,2010-02-25,RU,PRD-3370,Men's Parka,VO,CUST-38283,246.71,GBP,58,R2,65,2009-01
2009-12-23,2010-08-16,IT,PRD-7164,Men's Parka,VO,CUST-56319,97.24,USD,28,R5,2,2009-12
2009-10-31,2010-04-04,DE,PRD-1938,Men's Parka,VO,CUST-31601,392.25,RUB,35,R1,83,2009-10
2009-01-14,2009-03-30,ES,PRD-2740,Winter Coat,VO,CUST-24017,461.59,GBP,83,R1,75,2009-01
2010-07-05,2011-11-23,DE,PRD-9386,Men's Parka,VO,CUST-21040,90.5,USD,57,R4,87,2010-07
2009-04-25,2009-08-07,RU,PRD-8125,Kid's Parka,VO,CUST-63768,211.87,EUR,77,R3,36,2009-04
2009-05-02,2010-08-25,IT,PRD-5813,Winter Coat,VO,CUST-32025,442.28,RUB,20,R3,29,2009-05
2009-11-29,2011-07-03,ES,PRD-7957,Women's Parka,VO,CUST-19495,119.39,USD,36,R4,21,2009-11
2011-11-07,2011-11-14,ES,PRD-9816,Winter Coat,VO,CUST-34374,359.35,RUB,63,R2,7,2011-11
2009-10-23,2011-04-12,IT,PRD-1534,Women's Parka,VO,CUST-25681,137.4,EUR,70,R2,8,2009-10
2009-08-30,2010-08-24,FR,PRD-8492,Winter Coat,VO,CUST-72820,377.84,USD,44,R3,81,2009-08
2011-01-20,2011-11-30,IT,PRD-6615,Kid's Parka,VO,CUST-45752,344.35,USD,13,R1,77,2011-01
2011-01-16,2011-12-29,DE,PRD-9577,Kid's Parka,VO,CUST-76262,479.1,GBP,33,R1,25,2011-01
2009-05-11,2011-09-04,ES,PRD-4282,Men's Parka,VO,CUST-58989,300.17,USD,50,R2,39,2009-05
2010-01-29,2011-03-06,IT,PRD-5825,Men's Parka,VO,CUST-26309,255.3,RUB,45,R2,23,2010-01
2009-04-11,2011-04-21,DE,PRD-4831,Women's Parka,VO,CUST-44739,282.77,EUR,55,R4,71,2009-04
2011-10-26,2011-12-20,FR,PRD-4347,Kid's Parka,VO,CUST-52132,319.91,GBP,50,R5,55,2011-10
2009-08-18,2010-04-09,FR,PRD-9880,Men's Parka,VO,CUST-33894,483.78,EUR,84,R3,10,2009-08
2009-06-27,2011-01-07,FR,PRD-9869,Women's Parka,VO,CUST-57105,76.53,RUB,52,R4,83,2009-06
2010-03-02,2011-07-18,FR,PRD-1231,Kid's Parka,VO,CUST-13527,313.35,USD,47,R3,73,2010-03
2010-07-22,2011-11-26,RU,PRD-9379,Kid's Parka,VO,CUST-86627,278.75,GBP,43,R5,6,2010-07
2009-09-16,2010-07-23,RU,PRD-1457,Winter Coat,VO,CUST-66287,485.76,GBP,87,R5,28,2009-09
2011-03-13,2011-03-25,RU,PRD-7404,Women's Parka,VO,CUST-83756,403.02,RUB,10,R4,12,2011-03
2010-08-22,2011-11-12,FR,PRD-1203,Kid's Parka,VO,CUST-50990,443.17,EUR,78,R1,18,2010-08
2009-01-17,2010-04-14,FR,PRD-2404,Winter Coat,VO,CUST-10581,84.18,GBP,48,R2,71,2009-01
2009-08-31,2010-04-01,ES,PRD-8312,Winter Coat,VO,CUST-16152,435.09,GBP,68,R2,73,2009-08
2009-10-31,2011-09-18,IT,PRD-5153,Kid's Parka,VO,CUST-23900,389.87,USD,78,R5,32,2009-10
2009-12-20,2011-02-20,IT,PRD-4105,Kid's Parka,VO,CUST-46247,275.24,RUB,55,R1,87,2009-12
2009-02-16,2009-03-06,RU,PRD-2557,Kid's Parka,VO,CUST-45060,193.38,GBP,42,R1,18,2009-02
2009-03-25,2011-09-06,IT,PRD-3547,Kid's Parka,VO,CUST-88742,209.08,EUR,95,R5,63,2009-03
2009-01-25,2009-04-10,RU,PRD-2749,Men's Parka,VO,CUST-62944,342.91,GBP,92,R2,75,2009-01
2010-01-15,2011-08-23,IT,PRD-9878,Men's Parka,VO,CUST-91559,93.68,RUB,31,R3,71,2010-01
2009-08-26,2011-01-20,ES,PRD-5355,Winter Coat,VO,CUST-32072,159.32,RUB,30,R5,65,2009-08
2009-08-14,2010-09-09,FR,PRD-4363,Men's Parka,VO,CUST-97459,347.91,USD,70,R1,68,2009-08
2010-07-18,2011-05-08,DE,PRD-3471,Winter Coat,VO,CUST-38239,183.28,GBP,7,R4,52,2010-07
2009-12-30,2010-10-15,ES,PRD-9061,Kid's Parka,VO,CUST-82173,405.41,EUR,32,R5,54,2009-12
2009-09-06,2010-04-18,IT,PRD-3116,Winter Coat,VO,CUST-67136,381.3,USD,42,R2,43,2009-09
2009-06-05,2011-03-07,DE,PRD-3701,Women's Parka,VO,CUST-29192,276.64,GBP,26,R5,39,2009-06
2009-01-22,2010-05-12,DE,PRD-1912,Women's Parka,VO,CUST-82939,405.2,RUB,12,R4,78,2009-01
2009-03-26,2011-04-02,DE,PRD-1181,Women's Parka,VO,CUST-20765,122.24,RUB,14,R2,75,2009-03
2009-09-21,2010-09-22,FR,PRD-9394,Winter Coat,VO,CUST-99508,416.39,USD,41,R3,88,2009-09
2011-01-25,2011-03-04,ES,PRD-9686,Women's Parka,VO,CUST-93804,141.13,EUR,43,R1,38,2011-01
2009-10-31,2010-02-27,RU,PRD-2602,Men's Parka,VO,CUST-51021,359.55,USD,30,R1,9,2009-10
2009-07-06,2011-10-20,FR,PRD-4397,Winter Coat,VO,CUST-33082,362.86,USD,9,R1,33,2009-07
2010-07-02,2011-08-29,FR,PRD-4539,Men's Parka,VO,CUST-13213,324.37,RUB,78,R5,44,2010-07
2010-05-26,2011-09-04,RU,PRD-4146,Winter Coat,VO,CUST-66114,295.07,USD,20,R1,49,2010-05
2011-06-06,2011-12-14,DE,PRD-7177,Men's Parka,VO,CUST-82955,446.78,USD,68,R3,41,2011-06
2010-07-31,2010-09-17,DE,PRD-4655,Kid's Parka,VO,CUST-86992,350.46,RUB,25,R5,48,2010-07
2010-11-15,2011-08-24,IT,PRD-1005,Kid's Parka,VO,CUST-53034,208.88,EUR,3,R3,84,2010-11
2009-07-03,2010-08-12,DE,PRD-1783,Kid's Parka,VO,CUST-26305,403.49,USD,37,R2,2,2009-07
2011-06-16,2011-08-20,IT,PRD-7833,Kid's Parka,VO,CUST-67783,146.55,EUR,28,R3,65,2011-06
2010-02-14,2011-12-03,RU,PRD-9871,Kid's Parka,VO,CUST-24981,204.99,USD,74,R1,31,2010-02
2010-01-26,2011-08-07,DE,PRD-7686,Kid's Parka,VO,CUST-40424,400.76,RUB,60,R4,39,2010-01
2010-05-15,2010-09-29,FR,PRD-3839,Women's Parka,VO,CUST-26783,486.18,GBP,74,R3,19,2010-05
2009-10-15,2010-02-15,IT,PRD-8744,Winter Coat,VO,CUST-47907,459.78,GBP,60,R5,20,2009-10
2009-05-29,2011-05-04,ES,PRD-6769,Men's Parka,VO,CUST-57202,187.97,GBP,20,R3,27,2009-05
2010-09-18,2011-10-08,FR,PRD-3361,Winter Coat,VO,CUST-19545,431.64,EUR,80,R3,21,2010-09
2010-02-27,2010-10-31,DE,PRD-4039,Men's Parka,VO,CUST-70614,295.05,USD,69,R3,38,2010-02
2010-03-30,2011-01-24,DE,PRD-9554,Men's Parka,VO,CUST-83034,248.05,RUB,8,R3,5,2010-03
2009-03-07,2010-12-25,IT,PRD-6501,Men's Parka,VO,CUST-34352,280.46,EUR,77,R4,44,2009-03
2010-02-06,2010-12-30,ES,PRD-5849,Men's Parka,VO,CUST-44877,365.98,EUR,86,R4,42,2010-02
2010-10-20,2011-11-04,ES,PRD-4463,Kid's Parka,VO,CUST-50931,262.13,USD,72,R5,17,2010-10
2009-10-11,2010-01-20,RU,PRD-6555,Winter Coat,VO,CUST-45934,78.34,GBP,93,R1,4,2009-10
2011-04-21,2011-09-19,DE,PRD-5939,Kid's Parka,VO,CUST-39627,70.29,GBP,32,R4,54,2011-04
2009-01-25,2009-10-04,RU,PRD-7606,Women's Parka,VO,CUST-14818,264.53,RUB,24,R2,45,2009-01
2009-06-04,2011-07-20,IT,PRD-2448,Kid's Parka,VO,CUST-45903,249.1,GBP,86,R3,3,2009-06
2009-05-30,2011-02-23,DE,PRD-3788,Women's Parka,VO,CUST-49024,411.97,GBP,83,R3,80,2009-05
2010-05-10,2010-08-19,RU,PRD-6549,Men's Parka,VO,CUST-77123,150.28,RUB,25,R5,81,2010-05
2009-09-15,2010-05-16,RU,PRD-5268,Winter Coat,VO,CUST-59840,312.85,USD,75,R4,73,2009-09
2009-07-22,2011-01-02,IT,PRD-4961,Men's Parka,VO,CUST-74834,330.55,RUB,88,R2,77,2009-07
2009-12-01,2010-12-15,IT,PRD-5763,Men's Parka,VO,CUST-66544,130.29,USD,20,R3,82,2009-12
2010-11-26,2011-05-29,ES,PRD-1141,Winter Coat,VO,CUST-87820,131.06,GBP,53,R1,37,2010-11
2010-12-09,2011-11-10,FR,PRD-4863,Kid's Parka,VO,CUST-22500,378.02,EUR,21,R2,56,2010-12
2010-02-18,2011-09-25,IT,PRD-6460,Women's Parka,VO,CUST-37842,152.55,USD,29,R3,75,2010-02
2010-02-14,2011-10-27,IT,PRD-7181,Men's Parka,VO,CUST-64555,160.42,EUR,73,R3,11,2010-02
2009-11-25,2010-05-09,DE,PRD-1943,Women's Parka,VO,CUST-65380,162.4,RUB,62,R5,18,2009-11
2010-09-11,2011-03-21,ES,PRD-6558,Men's Parka,VO,CUST-93872,356.75,USD,91,R1,78,2010-09
2010-09-28,2011-06-27,IT,PRD-4290,Kid's Parka,VO,CUST-44926,347.88,USD,72,R5,46,2010-09
2011-04-10,2011-11-11,RU,PRD-6464,Men's Parka,VO,CUST-12240,480.4,GBP,34,R5,42,2011-04
2009-07-18,2011-10-12,RU,PRD-7943,Kid's Parka,VO,CUST-54189,261.14,USD,47,R4,58,2009-07
2010-12-23,2011-07-18,ES,PRD-5420,Kid's Parka,VO,CUST-56460,146.73,GBP,42,R2,26,2010-12
2009-04-07,2011-02-11,ES,PRD-6127,Men's Parka,VO,CUST-93256,241.34,EUR,98,R4,65,2009-04
2009-06-11,2011-09-09,DE,PRD-6012,Kid's Parka,VO,CUST-44430,285.21,EUR,9,R1,50,2009-06
2010-06-02,2010-08-09,IT,PRD-9355,Women's Parka,VO,CUST-95991,137.91,EUR,79,R5,68,2010-06
2009-02-05,2011-05-24,IT,PRD-8855,Winter Coat,VO,CUST-83764,395.71,USD,80,R4,33,2009-02
2010-02-17,2011-05-21,RU,PRD-5220,Winter Coat,VO,CUST-13020,93.4,GBP,94,R1,83,2010-02
2009-11-12,2010-08-03,RU,PRD-3034,Kid's Parka,VO,CUST-48529,61.69,USD,36,R2,6,2009-11
2009-10-25,2011-11-12,FR,PRD-9984,Women's Parka,VO,CUST-87039,124.91,USD,7,R1,70,2009-10
2009-09-10,2011-02-22,ES,PRD-1211,Kid's Parka,VO,CUST-52440,65.42,USD,67,R4,64,2009-09
2009-02-27,2009-06-08,ES,PRD-5521,Kid's Parka,VO,CUST-66940,101.83,RUB,96,R3,84,2009-02
2010-12-06,2011-12-11,IT,PRD-4947,Winter Coat,VO,CUST-91778,85.84,GBP,34,R3,56,2010-12
2010-07-19,2010-08-03,FR,PRD-2473,Kid's Parka,VO,CUST-95842,361.03,GBP,99,R2,15,2010-07
2009-07-27,2011-11-30,DE,PRD-5172,Kid's Parka,VO,CUST-18848,376.75,RUB,56,R2,30,2009-07
2009-04-18,2011-11-27,ES,PRD-3337,Men's Parka,VO,CUST-94690,197.11,USD,37,R1,4,2009-04
2010-05-24,2010-11-27,IT,PRD-3402,Winter Coat,VO,CUST-78037,139.2,EUR,70,R2,87,2010-05
2009-11-20,2010-03-19,IT,PRD-8479,Kid's Parka,VO,CUST-26573,395.57,GBP,55,R5,70,2009-11
2010-09-28,2011-04-11,IT,PRD-1986,Winter Coat,VO,CUST-36144,121.28,EUR,36,R5,38,2010-09
2010-02-11,2010-03-17,RU,PRD-1500,Kid's Parka,VO,CUST-81168,225.62,RUB,10,R5,34,2010-02
2009-06-09,2011-07-09,IT,PRD-4588,Kid's Parka,VO,CUST-45517,306.6,USD,77,R5,74,2009-06
2010-06-06,2010-07-20,FR,PRD-5361,Women's Parka,VO,CUST-33515,298.27,USD,41,R2,44,2010-06
2010-11-26,2011-07-22,FR,PRD-4156,Men's Parka,VO,CUST-87978,242.91,EUR,51,R2,82,2010-11
2010-08-20,2011-08-26,DE,PRD-2825,Women's Parka,VO,CUST-31033,299.04,RUB,5,R1,83,2010-08
2010-04-18,2011-11-30,RU,PRD-9271,Men's Parka,VO,CUST-41799,349.98,EUR,37,R3,80,2010-04
2011-01-29,2011-04-15,FR,PRD-1922,Men's Parka,VO,CUST-47051,160.07,USD,57,R3,76,2011-01
2009-02-23,2009-07-16,IT,PRD-9405,Women's Parka,VO,CUST-51113,226.0,EUR,29,R1,88,2009-02
2010-01-18,2010-02-27,DE,PRD-2726,Women's Parka,VO,CUST-89264,359.22,RUB,56,R2,40,2010-01
2011-04-21,2011-09-11,RU,PRD-5666,Winter Coat,VO,CUST-71921,106.98,RUB,74,R2,55,2011-04
2009-04-28,2011-11-25,FR,PRD-9457,Women's Parka,VO,CUST-74929,204.83,USD,97,R1,60,2009-04
2011-03-08,2011-09-19,ES,PRD-1701,Kid's Parka,VO,CUST-86198,64.29,USD,31,R2,48,2011-03
2010-06-18,2011-12-01,DE,PRD-3652,Men's Parka,VO,CUST-69131,144.53,USD,96,R4,49,2010-06
2010-02-20,2011-06-08,DE,PRD-4186,Winter Coat,VO,CUST-99226,234.07,GBP,52,R2,81,2010-02
2010-02-04,2010-06-24,RU,PRD-1178,Women's Parka,VO,CUST-14899,170.38,GBP,13,R2,22,2010-02
2010-12-02,2011-03-22,DE,PRD-1246,Winter Coat,VO,CUST-85345,403.63,EUR,29,R1,71,2010-12
2010-03-17,2010-12-30,RU,PRD-3811,Men's Parka,VO,CUST-63217,234.62,USD,87,R3,68,2010-03
2009-08-23,2010-02-10,ES,PRD-5024,Women's Parka,VO,CUST-74053,193.85,USD,58,R2,71,2009-08
2010-05-10,2011-11-14,RU,PRD-3947,Kid's Parka,VO,CUST-85413,474.83,EUR,28,R4,60,2010-05
2009-04-01,2010-04-29,DE,PRD-2919,Women's Parka,VO,CUST-32038,335.83,GBP,31,R4,59,2009-04
2011-02-21,2011-04-22,FR,PRD-7311,Kid's Parka,VO,CUST-66945,369.32,RUB,47,R4,60,2011-02
2009-06-26,2011-12-09,DE,PRD-9220,Kid's Parka,VO,CUST-56968,440.23,EUR,65,R4,38,2009-06
2010-10-17,2011-08-31,DE,PRD-3463,Women's Parka,VO,CUST-23698,187.51,RUB,60,R5,55,2010-10
2010-12-13,2011-12-28,RU,PRD-4859,Men's Parka,VO,CUST-98362,298.48,RUB,30,R3,46,2010-12
2010-04-24,2011-01-06,RU,PRD-4453,Winter Coat,VO,CUST-93477,235.46,GBP,68,R5,57,2010-04
2011-02-01,2011-07-27,DE,PRD-4280,Men's Parka,VO,CUST-19878,178.94,RUB,72,R1,52,2011-02
2010-01-20,2011-02-07,FR,PRD-6852,Winter Coat,VO,CUST-56129,54.63,GBP,54,R2,48,2010-01
2009-05-07,2011-12-07,DE,PRD-7547,Kid's Parka,VO,CUST-13369,112.55,EUR,86,R2,45,2009-05
2009-01-19,2009-07-08,DE,PRD-9157,Men's Parka,VO,CUST-58375,415.0,EUR,64,R5,3,2009-01
2010-10-29,2011-10-08,IT,PRD-8253,Kid's Parka,VO,CUST-50050,112.11,GBP,12,R3,17,2010-10
2009-12-04,2010-08-07,FR,PRD-7556,Women's Parka,VO,CUST-78219,457.56,RUB,12,R3,40,2009-12
2010-10-22,2011-08-28,DE,PRD-3271,Kid's Parka,VO,CUST-97191,172.34,USD,56,R3,41,2010-10
2011-04-12,2011-08-22,ES,PRD-6115,Winter Coat,VO,CUST-16539,258.39,RUB,19,R5,43,2011-04
2009-07-31,2011-09-06,FR,PRD-4719,Men's Parka,VO,CUST-96035,439.49,EUR,36,R1,52,2009-07
2009-06-27,2011-05-15,FR,PRD-3198,Men's Parka,VO,CUST-28535,206.14,RUB,77,R2,76,2009-06
2010-04-14,2010-11-13,FR,PRD-3318,Men's Parka,VO,CUST-36656,153.47,RUB,14,R5,45,2010-04
2010-11-14,2011-02-24,FR,PRD-2008,Women's Parka,VO,CUST-94137,64.13,USD,97,R5,11,2010-11
2009-04-27,2009-04-28,RU,PRD-8712,Winter Coat,VO,CUST-72923,478.02,USD,4,R3,1,2009-04
2009-11-05,2011-04-28,FR,PRD-5536,Men's Parka,VO,CUST-38888,232.08,RUB,5,R5,12,2009-11
2009-09-25,2011-05-20,RU,PRD-6720,Women's Parka,VO,CUST-33029,450.37,RUB,42,R5,1,2009-09
2010-11-19,2010-11-20,FR,PRD-2486,Kid's Parka,VO,CUST-75934,246.03,RUB,60,R4,1,2010-11
2010-01-13,2011-06-11,ES,PRD-2312,Women's Parka,VO,CUST-48065,447.12,RUB,37,R3,18,2010-01
2010-09-21,2011-11-01,IT,PRD-3636,Women's Parka,VO,CUST-26790,96.72,EUR,31,R1,19,2010-09
2009-02-15,2009-08-05,RU,PRD-7769,Winter Coat,VO,CUST-54192,248.43,GBP,57,R2,42,2009-02
2009-06-25,2010-07-29,IT,PRD-1664,Winter Coat,VO,CUST-38781,249.35,GBP,52,R1,33,2009-06
2010-03-24,2011-05-26,RU,PRD-8988,Winter Coat,VO,CUST-96048,488.1,EUR,43,R3,21,2010-03
2011-05-04,2011-06-16,RU,PRD-7832,Women's Parka,VO,CUST-16712,271.9,EUR,74,R1,43,2011-05
2009-03-23,2011-07-25,FR,PRD-5938,Kid's Parka,VO,CUST-78161,97.12,USD,55,R5,27,2009-03
2009-04-15,2009-11-22,DE,PRD-6729,Winter Coat,VO,CUST-34241,458.6,RUB,89,R1,67,2009-04
2009-12-03,2010-02-07,FR,PRD-6924,Kid's Parka,VO,CUST-30452,477.36,USD,84,R4,66,2009-12
2009-07-19,2011-01-08,DE,PRD-5104,Kid's Parka,VO,CUST-27483,233.65,EUR,84,R3,9,2009-07
2009-08-08,2010-12-17,FR,PRD-3539,Women's Parka,VO,CUST-54689,408.49,USD,9,R5,56,2009-08
2010-08-22,2011-01-15,FR,PRD-8641,Women's Parka,VO,CUST-45128,81.31,USD,76,R1,25,2010-08
2009-01-08,2009-11-21,ES,PRD-2335,Women's Parka,VO,CUST-41829,232.48,RUB,52,R5,15,2009-01
2009-01-06,2011-04-11,ES,PRD-9130,Men's Parka,VO,CUST-69741,279.96,USD,77,R4,83,2009-01
2010-01-21,2010-07-23,ES,PRD-9914,Winter Coat,VO,CUST-11102,442.08,EUR,53,R5,81,2010-01
2010-01-09,2010-06-17,IT,PRD-8360,Men's Parka,VO,CUST-17787,95.44,GBP,33,R2,21,2010-01
2009-11-04,2011-08-12,RU,PRD-4017,Kid's Parka,VO,CUST-92587,233.01,RUB,2,R4,50,2009-11
2010-10-28,2011-06-24,RU,PRD-6719,Winter Coat,VO,CUST-40760,280.8,USD,23,R4,27,2010-10
2009-11-10,2010-04-23,FR,PRD-8548,Kid's Parka,VO,CUST-86270,349.88,RUB,16,R3,37,2009-11
2010-02-17,2010-03-08,RU,PRD-5388,Winter Coat,VO,CUST-77597,96.44,GBP,48,R3,19,2010-02
2009-10-12,2010-04-27,ES,PRD-4555,Women's Parka,VO,CUST-90749,176.61,USD,86,R3,22,2009-10
2009-05-28,2011-01-07,ES,PRD-1672,Men's Parka,VO,CUST-61255,70.22,EUR,4,R2,45,2009-05
2009-02-06,2010-10-05,DE,PRD-7440,Winter Coat,VO,CUST-22182,116.61,GBP,25,R5,40,2009-02
2009-09-06,2010-05-24,DE,PRD-3524,Men's Parka,VO,CUST-75546,272.78,EUR,68,R2,58,2009-09
2009-05-02,2009-05-19,IT,PRD-5520,Men's Parka,VO,CUST-92553,155.74,RUB,67,R1,17,2009-05
2009-01-21,2009-11-19,RU,PRD-9161,Men's Parka,VO,CUST-34423,265.77,EUR,39,R1,75,2009-01
2009-10-22,2011-07-24,DE,PRD-8412,Men's Parka,VO,CUST-90697,405.23,GBP,22,R3,14,2009-10
2010-10-09,2010-10-27,RU,PRD-9369,Winter Coat,VO,CUST-95630,220.36,EUR,60,R2,18,2010-10
2010-08-28,2011-05-08,DE,PRD-7026,Winter Coat,VO,CUST-33472,375.42,RUB,36,R2,14,2010-08
2010-10-21,2011-12-24,IT,PRD-1960,Winter Coat,VO,CUST-66122,394.93,GBP,49,R3,39,2010-10
2010-01-17,2011-02-26,ES,PRD-4368,Women's Parka,VO,CUST-92961,292.16,GBP,89,R1,38,2010-01
2009-06-11,2011-04-01,FR,PRD-2140,Winter Coat,VO,CUST-75715,173.31,EUR,79,R3,87,2009-06
2009-11-08,2011-09-01,FR,PRD-2846,Kid's Parka,VO,CUST-95467,408.89,EUR,33,R3,75,2009-11
2011-04-17,2011-08-07,FR,PRD-2090,Women's Parka,VO,CUST-45843,220.28,EUR,77,R5,43,2011-04
2010-05-05,2011-11-10,FR,PRD-3301,Men's Parka,VO,CUST-25338,315.43,EUR,83,R5,83,2010-05
2009-05-28,2011-10-30,ES,PRD-2512,Winter Coat,VO,CUST-66908,271.71,USD,19,R3,29,2009-05
2009-04-27,2011-08-31,DE,PRD-4918,Kid's Parka,VO,CUST-13585,331.72,USD,71,R3,47,2009-04
2011-06-09,2011-09-14,IT,PRD-1257,Men's Parka,VO,CUST-36881,433.44,USD,6,R2,73,2011-06
2010-08-03,2011-06-10,IT,PRD-5670,Winter Coat,VO,CUST-98815,209.55,RUB,28,R5,10,2010-08
2009-06-13,2010-02-03,FR,PRD-6252,Kid's Parka,VO,CUST-70945,462.31,GBP,95,R5,16,2009-06
2010-07-12,2011-01-16,FR,PRD-2739,Men's Parka,VO,CUST-61078,98.94,RUB,65,R4,38,2010-07
2009-04-25,2010-08-23,FR,PRD-6451,Winter Coat,VO,CUST-35944,167.42,GBP,76,R3,45,2009-04
2009-06-14,2010-03-03,FR,PRD-2854,Women's Parka,VO,CUST-19853,463.81,USD,77,R4,68,2009-06
2009-11-17,2011-03-28,RU,PRD-8488,Men's Parka,VO,CUST-39097,78.83,GBP,78,R3,20,2009-11
2009-02-27,2011-06-15,DE,PRD-9063,Kid's Parka,VO,CUST-35573,258.14,EUR,14,R5,68,2009-02
2009-12-05,2010-10-12,FR,PRD-2221,Kid's Parka,VO,CUST-28626,166.94,GBP,12,R2,36,2009-12
2009-05-13,2011-06-09,DE,PRD-4731,Winter Coat,VO,CUST-94922,404.79,EUR,95,R3,81,2009-05
2010-11-25,2011-07-01,IT,PRD-9041,Kid's Parka,VO,CUST-39211,89.23,USD,59,R3,3,2010-11
2009-04-12,2009-09-23,DE,PRD-9736,Men's Parka,VO,CUST-75454,107.08,EUR,71,R3,76,2009-04
2009-08-08,2010-09-20,RU,PRD-9813,Men's Parka,VO,CUST-37722,120.9,USD,81,R4,60,2009-08
